"Source","Location","Stars","Sentiment","Date","Year","Month","ReviewerName","Title","LocalGuide","LikesCount","Themes","MenuMentions","ReviewText"
"Google","Rohrmoser","5","Positive","2025-08-09","2025","08","Keith Fail","","True","0","Pricing","","Very healthy food at a premium price.  If you are serious about healthy food this place is great"
"Google","Rohrmoser","2","Negative","2025-07-31","2025","07","Romina Z","","True","0","Food Items","Salad","Frecuento el local ubicado en Rohrmoser desde que abriÃ³. Pero francamente cada vez que vuelvo a darle una oportunidad, defrauda. PÃ‰SIMO EQUILIBRIO CALIDAD-PRECIO. CarÃ­simo y malÃ­simo. La comida es mala, Ej. una hamburguesa con pan viejo que si no estÃ¡ caliente es incomible, unos tomates confitados que, no son confitados; etc. AdemÃ¡s tardan muchÃ­simo aunque no haya gente en el lugar. La pastelerÃ­a no varÃ­a es decir que si vas por un cafÃ© SIEMPRE desde que abriÃ³ estÃ¡n las mismas 5 opciones para acompaÃ±ar. Y pasan dos cosas, o no estÃ¡n todas las opciones (ej. pan relleno, que es Ãºnico panificado salado que tienen) o las que estÃ¡n son VIEJAS y a no ser que las calientes en hornito, son imposibles de comer pues estÃ¡n duras y se las nota viejas. Soy vecina y siempre me veo tentada de volver porque lo tengo frente a mi casa, pero no hay caso, la cocina defrauda cada vez. Lo Ãºnico que rescato es la gente que atiende que es amable y servicial. Es resto para olvidar, NO RECOMIENDO."
"Google","Rohrmoser","5","Positive","2025-07-19","2025","07","JosuÃ© Olaverri","","False","0","Service; Food Items","","Excelente servicio!! Fui con mi perrita Nara a tomarme un matcha y una limonada (para llevar) y de los mejores lugares en los que han tratado a Nara. Le dieron agua, un espacio seguro, y le encantÃ³ que le comprara chantilly de yogurt.

Creo que me atendiÃ³ un muchacho llamado Jonathan y de verdad increÃ­ble. Fijo tengo que volver por brunch ðŸ™‚"
"Google","Rohrmoser","2","Negative","2025-07-17","2025","07","Imatani","","True","0","Atmosphere; Service; Slow Service; Food Quality Issue","Gallo Pinto; Seafood","The place looks very attractive with very nice design and nice atmosphere. Unfortunately the food was subpar,  even the gallo pinto...
I ordered cold Macha strawberry but the waiter forgot it and when I asked her for the macha she brought the regular one , when I told her that this is not what I have asked for, she """"attacked"""" me with her an attitude and said that I didnt order it .
this place has really good potential but the combination of poor service anf low quality food takes all the flare out of this place."
"Google","Rohrmoser","4","Positive","2025-06-30","2025","06","Vera Vista","","True","0","Atmosphere; Service; Drinks; Menu; Food Items; Gift Store","Coffee","Itâ€™s a nice restaurant located in an up-and-coming beautiful area of San Joseâ€™. The attached coffee shop though, doesnâ€™t keep up with other breakfast places in the same area. It appears to sell average beverages and cookies that are passed their prime. Service doesnâ€™t always feel welcoming."
"Google","Rohrmoser","5","Positive","2025-06-27","2025","06","Sam Esp","","True","0","","",""
"Google","Rohrmoser","4","Positive","2025-06-23","2025","06","Axel Sandoval","","False","0","","","Fui a dejar un cliente, y me dijo que es muy bueno todo"
"Google","Rohrmoser","2","Negative","2025-06-20","2025","06","Gal Charpentier","","True","0","Food Items","Shakshuka","ProbÃ© los huevos shakshuka. Aunque la salsa estaba rico igual era un plato muy simple, podrÃ­a llevar algo mÃ¡s al lado aparte del pan que dicen que es hecho en casa con aceite de oliva pero no sabe a absolutamente nada.
DecidÃ­ pedir una tortilla de maÃ­z para reemplazar el pan y nunca me la trajeron entonces pedÃ­ cancelar la orden. Aunque el servicio estÃ¡ bien y el lugar es lindo no lo recomiendo para comer."
"Google","Rohrmoser","5","Positive","2025-06-09","2025","06","Jonathan Rojas","","True","0","","","Excelente comida"
"Google","Rohrmoser","3","Neutral","2025-06-02","2025","06","Kema Ward","","True","0","Atmosphere; Food Quality Issue","","Wonderful aesthetic but the food was subpar. I was extremely disappointed."
"Google","Rohrmoser","5","Positive","2025-06-02","2025","06","RocÃ­o Soto","","True","0","","",""
"Google","Rohrmoser","4","Positive","2025-05-15","2025","05","Alexander Withrow","","False","0","Atmosphere; Service; Food Quality Issue; Food Items","Sandwich","The food is a little on the blander side in my opinion. Not bad but more akin to a Bob Evanâ€™s, North Star, Acre sort of spread as opposed to the local sodas.
(We got a sandwich and the hash potatoes)

The ambience and the staff made this a great experience. In particular, my serverâ€”I didnâ€™t get his nameâ€”was very kind and wonderful to talk to."
"Google","Rohrmoser","3","Neutral","2025-05-07","2025","05","Rommy Translateur","","True","0","","","Comida rica pero precios muy caros por porciones pequeÃ±as."
"Google","Rohrmoser","4","Positive","2025-04-26","2025","04","Alvaro Dehais","","True","0","","",""
"Google","Rohrmoser","5","Positive","2025-04-24","2025","04","Integrated Whole Health Initiative","","False","0","Drinks; Remote Work; Pricing; Menu; Food Items","Smoothie; Burger; Coffee","Wonderful place with a really nice team, amazing chefs, the food is really really good along with the coffee and smoothies and everything else.

Very convenient good Wi-Fi. I came in every day for about a week while remote working.

If you want the best burger you got to ask for the deluxe burger that's not on the menu....

It's worth it!"
"Google","Rohrmoser","5","Positive","2025-04-18","2025","04","Kimberly Costly-Martinez","","True","0","Pricing; Food Items","","Vine a pots & bowls a comer antes de mi vuelo a casa. El servicio es increÃ­ble.  Puedo decir que cerrÃ© con broche de oro mi viaje a costa rica con ellos. Gracias chicos ðŸ˜Š"
"Google","Rohrmoser","5","Positive","2025-04-16","2025","04","Valeria E","","True","0","Atmosphere","","Excepcional lugar para desayunar, merendar y almorzar
Muy bien decorados y con un pequeÃ±o mercadillo
Los platos deliciosos y abundantes
La atenciÃ³n impecable
La cafeterÃ­a muy rica !!!"
"Google","Rohrmoser","5","Positive","2025-04-13","2025","04","Lauren Luz","","True","2","Atmosphere; Service; Drinks; Dietary Options; Tourist/Location; Menu; Food Items","Mango (smoothie/dish); Tacos; House Almond Milk","Adorable hippie spot in San Jose not too far from the airport. They have healthy food options for vegans, meat eaters and gluten free.

The short rib tacos were honestly delicious with fresh mango on it. And LOVE that they make their own Almond milk.

Service was very friendly, flexible and accommodating."
"Google","Rohrmoser","4","Positive","2025-04-11","2025","04","Paul S","","True","0","","",""
"Google","Rohrmoser","3","Neutral","2025-04-05","2025","04","Jayza Gonzalez Sanchez","","True","0","Atmosphere","","Comida normal, ambiente agradable pero demora excesiva en traer los platos. Ã‰ramos un grupo y comimos solos porque traÃ­an un plato cada 15 minutos. Pedimos agua y nos dijeron que no habÃ­an vasos suficientes."
"Google","Rohrmoser","4","Positive","2025-04-02","2025","04","Alvaro Murillo","","True","0","","",""
"Google","Rohrmoser","1","Negative","2025-03-29","2025","03","Tristan Martin","","True","0","","","DifÃ­cil de creerâ€¦ por un establecimiento asÃ­â€¦ dan un desayuno tan malo para llevar a mÃ¡s de 6 000 Colones una decepciÃ³n !"
"Google","Rohrmoser","5","Positive","2025-03-27","2025","03","MarÃ­a RodrÃ­guez Meza","","True","0","","",""
"Google","Rohrmoser","5","Positive","2025-03-21","2025","03","Iryna Sha","","True","0","Atmosphere; Drinks; Dietary Options; Family/Pet Friendly; Gift Store","","Lovely place. A beautiful gift store. My kids loved kid corner, while I was enjoying amazing herbal tea with Gluten free dessert."
"Google","Rohrmoser","5","Positive","2025-03-16","2025","03","Sabine Hein","","True","0","Atmosphere; Service; Pricing","","One of our best Indian meals I had in Costa Rica. Apart of that you need to order everything separate and it gets expensive, we had a great time. We came a bit late so we felt the closing up atmosphere as everyone wanted to go home, but we still got the service and staff was nice and attentive as well as the food was very good."
"Google","Rohrmoser","5","Positive","2025-03-14","2025","03","luca de masi","","True","0","","","Todo fresco y excelente!"
"Google","Rohrmoser","5","Positive","2025-03-11","2025","03","Siobhan O'Neill","","True","0","Atmosphere; Service; Dietary Options; Tourist/Location; Slow Service; Menu; Food Items","","Beautiful place! We went here for dinner as it was so close to where we were staying, but ended up going back the day after for lunch before our flight home as we loved it so much. Options for vegans and people that can't eat gluten. The waiter Johnathan was great, friendly and helpful."
"Google","Rohrmoser","1","Negative","2025-03-09","2025","03","Quesada Jose","","False","0","","","Esperamos una hora y 20 minutos por 2 desayunos tipicos!!! Era un domingo a las 10 de la maÃ±ana, si, estaba lleno el restaurante, pero esperar 1 hora y 20 minutos por solo un par de pintos es mucho. Tuvimos que pedir 4 veces a meseras diferentes un par de vasos de agua, ya a la 4ta vez que pedimos el agua nos lo trajeron. (40 minutos despuÃ©s de haber pedido). No se sienten afuera si hace sol, la sombra no cubre lo suficiente. HabÃ­an hormigas en nuestra mesa, estaban escondidas en la maceta de la mesa. PÃ©simo servicio y el sabor de la comida pÃ©simo. Ni el pinto ni el huevo tenÃ­an sabor. El aguacate estaba oxidado y el plÃ¡tano maduro tieso. Muy descontento en general."
"Google","Rohrmoser","4","Positive","2025-03-07","2025","03","Larry Imhoff","","True","0","","","Good, tasty. Recommended"
"Google","Rohrmoser","5","Positive","2025-03-07","2025","03","Arn Lo","","True","0","Food Items","","An excellent place for Breakfast, Brunch, Lunch or Dinner."
"Google","Rohrmoser","2","Negative","2025-02-23","2025","02","Teo Mezger","","False","0","","","Desayuno frÃ­o"
"Google","Rohrmoser","4","Positive","2025-02-22","2025","02","Po Yee Lee","","True","0","","","La comida estaba rica, si duro mucho en salir la orden"
"Google","Rohrmoser","5","Positive","2025-02-20","2025","02","Valentino Thompson","","False","0","","",""
"Google","Rohrmoser","5","Positive","2025-02-15","2025","02","Paula Rezac","","False","0","","",""
"Google","Rohrmoser","5","Positive","2025-02-12","2025","02","Take Off Surf School","","True","0","Drinks","Coffee","Buena comida y encuentras buenas cosillas dentro del coffee"
"Google","Rohrmoser","3","Neutral","2025-02-07","2025","02","Gustavo Morales","","True","0","","",""
"Google","Rohrmoser","4","Positive","2025-02-06","2025","02","Baptiste Renault","","True","0","Food Items","Tacos; Seafood","Personnel sympa. Ma femme a mangÃ© un Ceviche qui Ã©tait ok mais de mon cÃ´tÃ© câ€™Ã©tait pas top, des tacos avec une sorte de pÃ¢te un peu pas bonne."
"Google","Rohrmoser","5","Positive","2025-02-03","2025","02","Javier Mora Biasetti","","False","0","","","Excelente servicio, la comida en su punto, el lugar, hermoso. De las mejores cafeterÃ­as que he descubierto recientemente en SJ."
"Google","Rohrmoser","4","Positive","2025-02-02","2025","02","JohnFF","","True","0","Pricing","","Very good cafÃ© but pricey."
"Google","Rohrmoser","3","Neutral","2025-01-30","2025","01","Madeleine Higginson","","False","0","","",""
"Google","Rohrmoser","1","Negative","2025-01-26","2025","01","Ale Arias","","False","0","Live Music","","la comida sabÃ­a horrible, y la bebida no era digerible. La musica en vivo estaba bonita, lo Ãºnico rescatable"
"Google","Rohrmoser","1","Negative","2025-01-26","2025","01","Rebecca Bravard","","True","0","Live Music","","Itâ€™s Sunday morning, and weâ€™re trying to enjoy it but canâ€™t because the live musicâ€”a not very good saxophonist and his prerecorded backupâ€”is ridiculously loud. Not everyone in Nunciatura wants to hear it. I wonâ€™t be patronizing this business because it apparently doesnâ€™t care about the well-being of its fellow residents."
"Google","Rohrmoser","2","Negative","2025-01-20","2025","01","Priscila GalvÃ¡n","","True","0","Tourist/Location","","RecomendarÃ­a visitar sÃ³lo para una bebida ya que el lugar es lindo."
"Google","Rohrmoser","4","Positive","2025-01-16","2025","01","K Segers","","True","0","Food Items","Bowl (general); Salad","Heerlijke lunch gehad. Wij kozen voor de acai bowl en de kale salade. Het is niet goedkoop maar de kwaliteit is goed en zeer lekker! Personeel heel gastvrij en vriendelijk"
"Google","Rohrmoser","5","Positive","2025-01-02","2025","01","DFWAUTOMOTIVE SERVICE","","True","0","Atmosphere; Family/Pet Friendly","","Great spot to have a meal with your dog. People are nice and good is great."
"Google","Rohrmoser","5","Positive","2025-01-02","2025","01","Nathan Murray-James","","False","0","Atmosphere; Service","","Jonathan was a fantastic server/host.  Delicious food and atmosphere."
"Google","Rohrmoser","5","Positive","2025-01-01","2025","01","Jeff Cheah","","True","0","Atmosphere; Drinks; Family/Pet Friendly; Food Items","Coffee","Took my family for breakfast and had an exceptional experience. Great coffee and the food was exceptional.  This is also one of the better decorated cafes we have been to."
"Google","Rohrmoser","4","Positive","2024-12-31","2024","12","Alejandro Cajiao","","True","0","Atmosphere; Service; Drinks; Menu; Food Items","Smoothie; Teriyaki Bowl; Bowl (general)","They have a variety of healthy smoothies and dishes.  We ordered the chicken teriyaki bowl, and it was good but mild flavor and way too many peanuts for my taste. The atmosphere is good and staff is friendly."
"Google","Rohrmoser","5","Positive","2024-12-25","2024","12","Daniel Flores","","False","0","","",""
"Google","Rohrmoser","2","Negative","2024-12-21","2024","12","Coco","","False","0","","",""
"Google","Rohrmoser","4","Positive","2024-12-20","2024","12","Daniel Munoz","","True","0","Service; Slow Service","","Regular food nothing special, service a bit slow but once you get someone, they are very attentive, atmos is pretty nice."
"Google","Rohrmoser","4","Positive","2024-12-17","2024","12","Sisi Rainbow","","True","0","Service","","We went early so not people there butvgreat food and service. Definitely go back."
"Google","Rohrmoser","5","Positive","2024-12-15","2024","12","Daniel UmaÃ±a (DaniUm9921)","","False","0","Food Items","","Servicio excelente, los precios estÃ¡n bien para el lugar donde estÃ¡n ubicados. El desayuno tÃ­pico pudo estar mejor de sabor.

En general, lo recomiendo para un brunch."
"Google","Rohrmoser","5","Positive","2024-12-14","2024","12","Ghie Sanico","","False","0","","",""
"Google","Rohrmoser","2","Negative","2024-12-12","2024","12","P B","","True","0","Drinks; Pricing; Portions","Smoothie","$7 for a small smoothie that was basically tasteless ."
"Google","Rohrmoser","5","Positive","2024-12-09","2024","12","Valeria RodrÃ­guez","","False","0","","","IncreÃ­ble lugar"
"Google","Rohrmoser","3","Neutral","2024-12-08","2024","12","Jim Valverde","","False","0","Dietary Options","","El lugar es muy bonito, la atenciÃ³n tambiÃ©n, la opciÃ³n de hamburguesa vegetariana no es una torta, (es un mix de vegetales, pero sin consistencia) ojalÃ¡ puedan cambiarla y que sea una torta que no se desarme cuando uno lo intenta comer, por todo lo demÃ¡s es muy bonito. La limonada de carbÃ³n activo es increÃ­ble"
"Google","Rohrmoser","2","Negative","2024-12-08","2024","12","Elizaveta Kirgizina","","True","0","Atmosphere; Service","","Lo mejor de este lugar es el ambiente, el diseÃ±o y los detalles. Se ve muy bonito, con mucho estilo, buenos muebles. La tienda de adentro tmb es muy adoc.

Pero al final de cuentas vas a comer. Y de aquÃ­ empezamos a tener problemas. Como dice el nombre del lugar uno piensa que tienen muchos pokes. PensÃ© que se puede armar el tuyo pero no tienen opciÃ³n entonces tuve que escoger de los que ya hay. Por desgracia primero me dijeron que si se puede cambiar atÃºn por camarÃ³n pero despuÃ©s la camarera dijo que no se puede y solo tendrÃ­a que agregarlo como extra. Eso me molestÃ³ un poco porque es el mismo valor y porque no tienen ningÃºn poke con camarÃ³n.

AsÃ­ que me voy con un poco mal sabor de boca pero les deseo mucho Ã©xito. OjalÃ¡ que sean un poco mÃ¡s abiertos. Gracias por los detalles como tarjetas o plantitas"
"Google","Rohrmoser","5","Positive","2024-12-08","2024","12","Eduardo E Sabates","","True","0","Atmosphere; Service; Tourist/Location; Food Items","","Excellent spot I went for breakfast! Friendly staff and relaxed location close to hotel I staying at nearby."
"Google","Rohrmoser","5","Positive","2024-12-05","2024","12","RubÃ©n BermÃºdez","","False","0","","",""
"Google","Rohrmoser","3","Neutral","2024-11-23","2024","11","Ylena madriz villanueva","","True","0","","","Fui con una persona, el lugar no estaba lleno . Pedimos al mismo tiempo y le llego a el primero...espere como 20 min para q me llegara mi orden...era un sanguche  y el una hamburguesa....tuve q quejarme, ahÃ­ se  disculparon y dieron trajeron un postre. Igualmente, a pesar de todo, no estÃ¡ bien que no llegue igual los pedidos y que sea uno quien solicite explicacion. La comoca buena pero no volverÃ­a a comer ahÃ­."
"Google","Rohrmoser","5","Positive","2024-11-16","2024","11","Rachelle Valladares","","True","0","","",""
"Google","Rohrmoser","5","Positive","2024-10-28","2024","10","byCHRIS","","True","0","Atmosphere; Service; Drinks; Tourist/Location; Food Items; Live Music","Smoothie; Mango (smoothie/dish); Passion Fruit; Steak/Hanger Bowl; Bowl (general)","If youâ€™re staying at the Cosmopolitan or anywhere close, I highly recommend.  The vibe, music and aesthetics are beautiful.  The food is absolutely delicious from the Hanger steak bowl to the mango passionfruit smoothie.

I had the honor of having Mar as my server.  She recommended all I had and was absolutely wonderful!"
"Google","Rohrmoser","5","Positive","2024-10-27","2024","10","Chris Pollinger","","True","0","Atmosphere; Food Items","","Fantastic breakfast at this beautiful little neighborhood cafe."
"Google","Rohrmoser","5","Positive","2024-10-22","2024","10","Gloriana Carballo Odio","","True","0","Food Items","Bowl (general)","Siempre que voy me atienden sÃºper rÃ¡pido y sÃºper bien. La comida deliciosa, mi almuerzo favorito es el poke bowl de atÃºn y desayuno los pancakes japoneses. El gin tonic de mora el mejor!!"
"Google","Rohrmoser","5","Positive","2024-10-13","2024","10","April Lam","","True","0","Drinks","","Nice place. Good good and drink."
"Google","Rohrmoser","3","Neutral","2024-10-04","2024","10","1116cris","","True","0","","","La comida estÃ¡ bien, pero es muy caro, el lugar es hermoso. Se presta mÃ¡s para ir por un cafÃ© y punto."
"Google","Rohrmoser","5","Positive","2024-09-27","2024","09","Arnoldo Conejo","","False","0","","",""
"Google","Rohrmoser","5","Positive","2024-09-24","2024","09","General Investigation Agency in Costa Rica","","True","0","Service","","Excellent place and service"
"Google","Rohrmoser","5","Positive","2024-09-21","2024","09","karen picado sanabria","","True","0","","",""
"Google","Rohrmoser","2","Negative","2024-09-17","2024","09","guido villalobos","","False","0","","","Dejando de lado que cortan el zacate a las 5am ! Como vecino puedo decir que no vale la pena comida muy normal , no es fea pero tampoco buena ."
"Google","Rohrmoser","5","Positive","2024-09-17","2024","09","Ingrid Ortiz -Costa Rica Realtor-","","True","0","","",""
"Google","Rohrmoser","5","Positive","2024-08-07","2024","08","Eric Hui","","True","0","Food Items","Burrito","Great breakfast burrito"
"Google","Rohrmoser","3","Neutral","2024-08-03","2024","08","Daniela BolaÃ±os","","True","0","","",""
"Google","Rohrmoser","5","Positive","2024-08-03","2024","08","Vinicio Jarquin","","True","0","Atmosphere","","Me encantÃ³ el lugar, el servicio y la comida.
Una hermosa decoraciÃ³n, que te hace sentirte bien, con una linda tienda de muchos chunchitos.
Una excelente opciÃ³n en Rohrrmoser, con un buen cafÃ©."
"Google","Rohrmoser","4","Positive","2024-07-12","2024","07","Antonio Montero","","True","0","Food Items","Bowl (general)","Bowl de quinoa muy pequeÃ±o y aderezo muy malo"
"Google","Rohrmoser","5","Positive","2024-07-09","2024","07","Sean Campbell","","True","0","Drinks","Coconut Bliss","Wonderful food, awesome shakes, great people. The coconut bliss is love"
"Google","Rohrmoser","5","Positive","2024-06-30","2024","06","ElisaM","","True","0","Service; Drinks","Lemonade","This food is so amazing. I went back two days in a row. The juice, the lemonade! I loved it all.  The service was great as well."
"Google","Rohrmoser","4","Positive","2024-06-22","2024","06","Monica Hong","","True","1","Drinks","","Muy lindo, el cafÃ© delicioso, muy rico el Lomito Salteado sÃºper recomendado, muy bien hecho. ðŸ¤¤ðŸ¤¤ðŸ¤¤"
"Google","Rohrmoser","1","Negative","2024-06-17","2024","06","Jennifer Itani","","True","0","Service; Drinks; Remote Work; Slow Service; Food Quality Issue; Operations; Menu; Food Items","Smoothie; Eggs","Iâ€™m disappointed to come back here. Last year the food service and experience was good. Since then they havenâ€™t changed the menu but everything got worse. They are severely understaffed during lunch, kitchen workers seemed under qualified, lacking proper organization and workflowâ€¦ the server was in the kitchen making French fries at some point. Our juice was old, then they replaced it with a smoothie that had a rancid coconut essence and I had to go get it myself from the counter. I watched our food sit in the window for 5 minutes and it arrived cold. Absolutely awful management. No management. Itâ€™s basically a poorly run â€œfancyâ€ fast (but wait an hour slow) food place at this point. Youre better off to go next door now. Also they served me cold eggs that had a weird black stain on them from the pan and looked not safe to eat and tasted also awful when I asked to change they just never made my second order and after waiting 20 minutes I went to the kitchen and she just casually said they donâ€™t have my second order in stock. We left hungry. Sad to see the degrade - they better hire a proper manager this year. Our server was nice and it wasnâ€™t her fault but 1. Quality of ingredients and recipes is low 2. Standards for what is servable are too low 3. Understaffed and undertrained 4. Low execution performance."
"Google","Rohrmoser","4","Positive","2024-06-13","2024","06","Ire RP","","True","0","","",""
"Google","Rohrmoser","4","Positive","2024-06-12","2024","06","LenderNunez","","True","0","Tourist/Location; Food Items","Teriyaki Bowl","Lo hemos visitado desde la apertura y ha bajado calidad, el cafÃ© era muy bueno ahora es de normal a feo, el batido de papaya muy incipido. Las porciones son demasiado pequeÃ±as para el precio. El budÃ­n estuvo bueno y el pollo teriyaki (aunque igualmente poco pollo). Croquetas de jamÃ³n serrano 3 en 5 mil y si acaso ves un poquito de jamÃ³n. Entiendo que el alquiler en esa zona debe ser elevado, pero si el equilibrio precio cantidad/calidad no estÃ¡ bien."
"Google","Rohrmoser","3","Neutral","2024-06-12","2024","06","Edwin Porras","","False","1","","","La comida estaba bien, nada espectacular. Pero me parece caro para lo que es. Por ejemplo las bolitas de falafel son caras y pequeÃ±as. Solo traen 4. me
Cobraron extra por muy poquita salsa alioli. La atenciÃ³n es bien. El lugar pues parece una tienda."
"Google","Rohrmoser","5","Positive","2024-06-02","2024","06","Shadell Raymond","","True","0","Service; Drinks","Smoothie; Passion Fruit","food was amazing and service was fast . The passion smoothie was incredible"
"Google","Rohrmoser","1","Negative","2024-06-02","2024","06","Mayerlin Velasco","","False","0","","","PÃ©simo. Desde que abrieron las porciones eran grandes, ayer volvÃ­ a ir y las redujeron a la mitad por el mismo precio aparte me provocÃ³ una gastroenteritis bacteriana acompaÃ±ada de diarrea y dolor abdominal horrible. JamÃ¡s vayan a este lugar"
"Google","Rohrmoser","4","Positive","2024-05-27","2024","05","Eddie Torrentes","","False","0","Food Quality Issue","","Todo muy bien en general. Pero es terrible lo que duran para atender y servir. LÃ¡stima, porque el lugar es muy bonito."
"Google","Rohrmoser","3","Neutral","2024-05-27","2024","05","Carolina C","","True","0","","",""
