PostUrl,ShortCode,Date,Type,Likes,Comments,Hashtags,Caption
https://www.instagram.com/p/DWDFo63AAi5/,DWDFo63AAi5,2026-03-19T01:52:22.000Z,Sidecar,16,0,,Pepperoni 🍕 Hot Honey 🍯❤️‍🔥 Now available ! @pascual_restaurant Pop Up ☀️
https://www.instagram.com/p/DV6PcXrgJ9d/,DV6PcXrgJ9d,2026-03-15T15:24:52.000Z,Sidecar,20,0,,Feliz Domingo ☀️💛 Rohrmoser : 70405717  8am ~ 6pm  Playa Grande: 84925051 7:30am ~ 9pm  Las Catalinas: 85005950 7:30am ~ 8pm
https://www.instagram.com/p/DVzKtoaEcbQ/,DVzKtoaEcbQ,2026-03-12T21:30:24.000Z,Image,15,0,,Ensalada de kale con la proteína favorita ~> camarones de cultivo 🍤🥭🥬 amamos el crunchy del marañon
https://www.instagram.com/p/DVvuH5mgMsq/,DVvuH5mgMsq,2026-03-11T13:21:19.000Z,Sidecar,36,0,,Buenos días !  How are you starting your day ?  Açaí Bowl madness - Add extra peanut butter 🤎
https://www.instagram.com/p/DVtU6YCgPed/,DVtU6YCgPed,2026-03-10T15:03:17.000Z,Image,30,2,,Wishing you a table full of colors and real • yummy food 🥑🥭🥕🥓🌮  And great company 🧡 Rohrmoser : 70405717  8am ~ 6pm  Playa Grande: 84925051 7:30am ~ 9pm  Las Catalinas: 85005950 7:30am ~ 8pm
https://www.instagram.com/p/DVn5EEvAFXs/,DVn5EEvAFXs,2026-03-08T12:24:42.000Z,Image,11,0,,"Feliz día de la mujer ! 🩷 Hoy tenemos el Pink Lady de fiesta para celebrar 🍾 Smoothie hecho con : leche de coco hecha en casa, Pitaya, mango y miel 🍯🥭🥥"
https://www.instagram.com/p/DVjTCPTgC2i/,DVjTCPTgC2i,2026-03-06T17:33:43.000Z,Video,22,1,,Hola fin de semana 🌈🍓🍅🥦🍖 Reservaciones y pedidos:  Rohrmoser : 70405717  Playa Grande: 84925051 Las Catalinas: 85005950
https://www.instagram.com/p/DVezW_1AFlu/,DVezW_1AFlu,2026-03-04T23:40:47.000Z,Video,35,1,,"Pizzitas de @pascual_restaurant en Pots & Bowls 🍕🍕🍕🍕🍕 Ahora si vengan todos a probar !  Como siempre, desde cero, con ingrediente top y mucho amorcito !"
https://www.instagram.com/p/DVZxpiSAD0_/,DVZxpiSAD0_,2026-03-03T00:49:24.000Z,Image,63,5,,Guanalettas de premio si se comen todo ❣️ @guanalettascr
https://www.instagram.com/p/DVPIkTbkq_L/,DVPIkTbkq_L,2026-02-26T21:37:26.000Z,Sidecar,128,14,,Muchos sueños se cumplen en nuestro negocio 💘 con solo existir. Gracias por el apoyo constante 🍔🍳🍉🍓
https://www.instagram.com/p/DVG5cVYgLJQ/,DVG5cVYgLJQ,2026-02-23T16:51:57.000Z,Image,17,0,,Açaí Bowls frente al mar 🌊🍓🍌  Vista favorita en Pots & Bowls Las Catalinas
https://www.instagram.com/p/DVCRQanknJs/,DVCRQanknJs,2026-02-21T21:43:15.000Z,Sidecar,30,1,,Montaje especial frente al mar 🌊❤️ Lo nutritivo siempre puede ser delicioso. Todo hecho sin azúcar agregadas solo de las frutas 🍍🍏🍓  Feliz Cumple a Oli 🦈 y a los papás 🦀 🦀
https://www.instagram.com/p/DU4A1a8ABkD/,DU4A1a8ABkD,2026-02-17T22:08:33.000Z,Image,24,3,,"Sencillo, completo, nutritivo y nos hace feliz  Gracias Pinto 🍳🫘 y Café ☕️"
https://www.instagram.com/p/DU04gbmAFzO/,DU04gbmAFzO,2026-02-16T16:56:51.000Z,Sidecar,22,1,,Dinners @ home or your rental home 🌅 Bbq dinners one of our favorites 🍖🥦🌽 Book your private dinner with us : info@blossomgroupcr.com
https://www.instagram.com/p/DUzbM9ejrA-/,DUzbM9ejrA-,2026-02-16T03:34:08.000Z,Video,-1,1,"qcomoencr,costarica","Conocimos @potsandbowls en Playa Grande ñ, Guanacaste 😍 y nos confirma que es uno de nuestros lugares favoritos. Nos trataron lindísimo y el lugar es muy acogedor 🫶🏻 . La comida, cómo siempre 100/10. Amamos sus opciones gluten free y lo deliciosas que son: 🔸Huevos Benedictinos con Short Rib: Costilla de res cocinada al fuego lento por 12 horas, mechada, servida sobre pan masa madre, aguacate, arúgula, huevos pochados, salsa holandesa, tomate cherry y side de papa rallada. (Pueden pedir opción gluten free). 7750¢ 🔸Quesoburguesa Prime Choice: Tomate deshidratado, arúgula, cebollas caramelizadas, aioli, queso cheddar. 12000¢ 🔸Ceviche: Pesca del día, maracuyá, aguacate, jengibre, chile panameño, chips de plátano verde. 6800¢ 🔸mini brownie con mantequilla de maní 🔸Bites Marañón, coco y piña... WOW😍 . @potsandbowls nos ofrece un menú muy variado Pero enfocado a comida sostenible, saludable y extremadamente deliciosa. . Súper recomendados 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟  . #qcomoencr #costarica"
https://www.instagram.com/p/DUuDGSVDPHP/,DUuDGSVDPHP,2026-02-14T01:15:30.000Z,Video,35,4,"valentines,costarica,nunciatura,playagrande,food",Tan rapido llegó el 14 🥹 y que no se les pase el año sin probar las pizzas de @potsandbowls 😍 #valentines #costarica #nunciatura #playagrande #food
https://www.instagram.com/p/DUq3ST9Emv-/,DUq3ST9Emv-,2026-02-12T19:33:47.000Z,Sidecar,134,0,,"Nada como una tarde en San José para celebrar con nuestros besties y runners favoritos. 💘 Este domingo nos vemos para una ruta dedicada al amor y la amistad en todas sus formas. No importa si venís con tu pareja, con tu grupo de amigos de siempre o si buscás conocer gente nueva; el plan es compartir y pasar un rato diferente en las calles. Nos aliamos con @potsandbowls para que la meta sea todavía mejor con un post-run de cafecito y premios. ☕️✨ ✸ Encuentro: Estatua León Cortés – 4pm ✸ Inicio del run: 4:30 ✸ Llegada: Pots & Bowls ✸ Distancias: 3K y 6K ⬇️ • La ruta de 3K es bastante amigable para principiantes; vamos a ir con una guía corriendo tranqui para disfrutar el recorrido. ✸ Evento gratuito → Link de inscripción en la bio. 🎁 ¡Ganate un Gift Card de Pots & Bowls de ₡25.000!  Para participar: 1. Realizá un consumo de ₡8.000+ en el local el día del evento. 2. Subí una historia del run el mismo día del evento etiquetando a @riseandrun.club y @potsandbowls. 📌 Importante: – El sorteo se realizará entre quienes cumplan ambos pasos. – Certificado con vigencia de 1 mes."
https://www.instagram.com/p/DUobHS1EuHM/,DUobHS1EuHM,2026-02-11T20:52:21.000Z,Image,10,0,,Celebremos el amor por el ☕️🩷 Por compras de 15mil colones o más podes guardar tu factura y recibir un café negro gratis al día por el resto del mes 💘 Aplica para las 3 sedes - Playa Grade • Las Catalinas • Rohrmoser  🩷 ☕️ ❤️ ☕️ 🩷 ☕️ ❤️
https://www.instagram.com/p/DUgkbxREh0l/,DUgkbxREh0l,2026-02-08T19:39:04.000Z,Image,15,0,,Domingo 🫧⚡️ de comer en grupo y compartir comida ❤️ a quien más le emociona comerse un poke y compartir un side de papas ?
https://www.instagram.com/p/DUL9A5UkdRw/,DUL9A5UkdRw,2026-01-31T19:27:22.000Z,Sidecar,21,0,,"Entraña con vegetales o Ensalada de kale 🥬 con mango, marañon y quinoa - recomendado acompañar con camarones de cultivo 🔝  Feliz fin de semana !  Y mañana ! -> a votar ! ❤️🇨🇷"
https://www.instagram.com/p/DUGcNpXAI2y/,DUGcNpXAI2y,2026-01-29T16:05:10.000Z,Image,16,0,,Cheesecake de Caramelo Salado 🤎  - tiene lácteos y gluten  Disponible también en uber eats ⚡️
https://www.instagram.com/p/DT_YvcAANa5/,DT_YvcAANa5,2026-01-26T22:20:01.000Z,Image,10,0,,Gin & Tonic de frutos rojos 🍓 Con quién te lo tomarías ?
https://www.instagram.com/p/DT0D8Y4AEcv/,DT0D8Y4AEcv,2026-01-22T12:46:09.000Z,Image,17,1,,"Tacos de pescado 🐟 hechos con harina de @maiz.panchita ❣️ ensalada de repollo, aguacate, mango, aderezo mostaza miel hecho en casa.  Opción gluten friendly y libre de aditivos y químicos ⭐️"
https://www.instagram.com/p/DTtPQnhkkY1/,DTtPQnhkkY1,2026-01-19T21:10:21.000Z,Image,14,0,,"Poke de atún 🐟  De los primeros platos de Pots ! Muy favorito por ser fresco y con ingredientes nutritivos deliciosos ❤️ aguacate, edamame, wakame, mango. El atún marinado con aceite de sesamo, soya y picantito 🌶️"
https://www.instagram.com/p/DTf_xQjAFby/,DTf_xQjAFby,2026-01-14T17:44:52.000Z,Sidecar,62,2,,Vestidos de amarillo en Playa Grande 💛🌼
https://www.instagram.com/p/DTbGXMLkvp0/,DTbGXMLkvp0,2026-01-12T20:06:16.000Z,Image,24,0,,🧑🏾‍🍳🍕
https://www.instagram.com/p/DTX--VaAIGD/,DTX--VaAIGD,2026-01-11T15:06:39.000Z,Video,19,2,,"Feliz Domingo ❤️✨  Los esperamos con comida completa • nutricional, sin aditivos, fresca, hecha con mucho amor ! Cafecito : @willowscoffee  Rohrmoser : 70405717  Playa Grande: 84925051 Las Catalinas: 85005950"
https://www.instagram.com/p/DTTMcqjkTxT/,DTTMcqjkTxT,2026-01-09T18:25:31.000Z,Image,14,0,,"Chifricoco 🥑 Pollito empanizado con limón, frijoles con leche de coco, 🥥, arroz, aguacate, pico de gallo y mucho amorcito 💕"
https://www.instagram.com/p/DTN3jPJAD7A/,DTN3jPJAD7A,2026-01-07T16:46:43.000Z,Image,24,1,,The best reviews 🌈🌟 Love having amazing customers coming back to visit ❤️
https://www.instagram.com/p/DTLD5JzgLrS/,DTLD5JzgLrS,2026-01-06T14:36:51.000Z,Image,17,0,,Matcha Workshop en San José 💚 Reserva tu espacio : 88435352 @cuore_di_te @youmatcha__
https://www.instagram.com/p/DTI7UiUkW57/,DTI7UiUkW57,2026-01-05T18:43:28.000Z,Image,10,0,,"Gracias a todos por tanto !  Nuestro staff por su esfuerzo ❤️✨  Nuestro clientes por sus visitas, dejar vibras lindas, SU PACIENCIA estos días de llenazo.  Que sea un lindo y aprovechado verano 🐞🐛"
https://www.instagram.com/p/DTBYuGXkmNU/,DTBYuGXkmNU,2026-01-02T20:26:26.000Z,Sidecar,15,0,,"Que sea un año 2026 lleno de experiencias bonitas, rodeados de las personas indicadas !  Gracias 2025 ❤️ Bienvenido 2026 🐎 Abiertos todos los días ✨"
https://www.instagram.com/p/DS3CBLMkhma/,DS3CBLMkhma,2025-12-29T19:55:39.000Z,Image,16,0,,Breakfast Burrito + extra Bacon 🥓 + homemade salsa picante 🌶️  Available all day ☀️ 🌙
https://www.instagram.com/p/DSvGNlAgCwx/,DSvGNlAgCwx,2025-12-26T17:58:23.000Z,Sidecar,14,0,,Cóctel favorito de Pots ? Margarita de maracuyá picante | Mojito de 🍓 | Gin and tonic de frutos rojos | Carajillo | Aperol Spritz 🍊 Abiertos todos los días 💫 Rohrmoser : 70405717  Playa Grande: 84925051 Las Catalinas: 85005950
https://www.instagram.com/p/DSqMtbjEiC6/,DSqMtbjEiC6,2025-12-24T20:18:57.000Z,Image,14,0,,Deseándoles mucho esta vista y momento 🎄❤️ Burrito de Pots en la playa 🏝️ Pedidos para llevar ~>  Playa Grande : 84925051 Las Catalinas : 85005950 Rohrmoser : 70405717
https://www.instagram.com/p/DSi-JaAAMFW/,DSi-JaAAMFW,2025-12-22T00:57:01.000Z,Sidecar,15,0,,Cena favorita del fin de semana 💖 Hamburguesa de Pots.  Disponible en Uber Eats ⚡️🍔
https://www.instagram.com/p/DSdEMG8AB_Z/,DSdEMG8AB_Z,2025-12-19T17:54:22.000Z,Image,15,0,,Brunchin ✨⚡️💖 Chifricoco • Pinto Breakfast + short rib | all menu available all day 😍 breakfast for dinner or dinner for breakfast 🥞🍔  📸: @byannette__ 👛👑
https://www.instagram.com/p/DSYgwF9AAyx/,DSYgwF9AAyx,2025-12-17T23:27:45.000Z,Sidecar,20,0,,Brunch Navideño 🎄✨ Los esperamos abiertos todos los días para celebrar con familia y/o amigos. Aprovechando la terraza de Rohrmoser en este clima delicioso  Reservaciones : 70405717  Info@blossomgroupcr.com
https://www.instagram.com/p/DSSZx7uACOe/,DSSZx7uACOe,2025-12-15T14:31:23.000Z,Image,17,1,,Feliz semana que ya se siente muyyyyy navideña 🎄❤️💚 Los esperamos abiertos todos los días !  Reservaciones y encargos:  Rohrmoser : 70405717  Playa Grande: 84925051 Las Catalinas: 85005950
https://www.instagram.com/p/DSJNDVrDG5K/,DSJNDVrDG5K,2025-12-12T00:49:15.000Z,Video,19,3,,Les dejo por aquí una lista de marcas súper lindas por si quieren pedir y ir a comprar y aprovechar para comer en @potsandbowls ✨ @holalolatravelgifts  @jg_charmlab  @malavida.cr  @flodeflor  @willowscoffee  @resilienzo  @littletropicscr  @pucci.cr  @manta_cr
https://www.instagram.com/p/DSGBSVkkspl/,DSGBSVkkspl,2025-12-10T19:06:28.000Z,Sidecar,24,0,,"Chifricoco 🥥🐓 hecho con pollo empanizado con limón, arroz, frijoles con leche de coco y 🌶️ , aguacate y pico de gallo. De nuestos favoritos muy recomendado 💯"
https://www.instagram.com/p/DR97o7mAGx1/,DR97o7mAGx1,2025-12-07T15:43:12.000Z,Image,13,0,,Hidratación para los findes de verano ☀️ Coconut Bliss = agua de pipa + leche de coco hecha en casa 🥥🩵
https://www.instagram.com/p/DR0aSDrAMBm/,DR0aSDrAMBm,2025-12-03T23:18:02.000Z,Video,38,2,"potsandbowls,matcha,matchalatte,ingredientes","Hoy disfrutamos de una experiencia increíble en Pots Playa Grande, tuvimos un taller de Matcha con @youmatcha__ 💚 También hicieron las leches de almendra y de coco que son parte de nuestro menú.  En Pots todas las leches que usamos - almendra, coco y avena se preparan aquí mismo todos los días.  Sin aditivos, sin conservantes, solo ingredientes reales para elevar cada latte y café.  #potsandbowls #matcha #matchalatte #ingredientes reales"
https://www.instagram.com/p/DRr67yxgPld/,DRr67yxgPld,2025-11-30T15:50:43.000Z,Image,17,0,,Feliz fin de semana ☀️❤️ Reservaciones ~> Rohrmoser : 70405717  Playa Grande : 84925051 Las Catalinas : 85005950
https://www.instagram.com/p/DRkS0BigC2S/,DRkS0BigC2S,2025-11-27T16:45:27.000Z,Image,21,1,,"Sabían que en Pots Las Catalinas se come frente al mar ? 🌊💙 Potato Hash con papita fresca, tocineta, huevos al gusto (recomendado pochado) y holandesa 💘🥓 Los esperamos en estos días lindisimos de verano"
https://www.instagram.com/p/DRiMKK6kWFE/,DRiMKK6kWFE,2025-11-26T21:09:45.000Z,Video,38,0,,"Yo soy de las que disfruta comer fuera, pero también me fijo en la calidad. Por eso vengo mucho a @potsandbowls trabajan con ingredientes frescos, sin aditivos innecesarios, apoyan a más de 80 proveedores nacionales pequeños y el pescado viene de pescadores conscientes. Además, todas las leches las hacen en casa, y se nota en el sabor y en cómo me cae la comida. Me gusta saber que lo que estoy comiendo es real y bien trabajado. Y como alguien que promueve bienestar, esto hace una gran diferencia para mí. No se trata de ser extremista, solo de elegir lugares donde me siento bien después de comer. Aquí puedo venir desde el desayuno hasta la cena sin complicarme y seguir alineada con mi estilo de vida. Es práctico, delicioso y coherente con la forma en la que quiero vivir ✨"
https://www.instagram.com/p/DRfXqJ5EVDJ/,DRfXqJ5EVDJ,2025-11-25T18:51:35.000Z,Image,42,7,,"Este fin de semana celebramos 8 años de Pots Playa Grande 💚 Un lugar lleno de amor, de plantas, comunidad y muchos momentos mágicos. Donde suceden tantas cosas buenas ! Reuniones importantes, momentos muy lindos en familia llenos de niños jugando y disfrutando, amistades poniéndose al día con tanto ! Y todo rodeado de comida y bebida enfocada en nutrir - no solo nuestros cuerpos con su comida pero el ambiente. Amamos ser parte de esta comunidad linda !  Tantas marcas lindas de emprendedores que hemos conocido y se convierten en parte de la experiencia llevarse el regalito o recuerdito 🎨🪴 Gracias por tanto apoyo y llenar nuestro primero Pots de buenas vibras constantemente ☘️ 💛🧡❤️🩷💜💙🩵💚"
https://www.instagram.com/p/DRZj1IrgBgX/,DRZj1IrgBgX,2025-11-23T12:42:30.000Z,Sidecar,15,0,,"Cuál es tu hamburguesa de Pots favorita ? 🤩  Queso Burguesa Angus Prime Choice con aioli, queso favorito, tomate deshidratado, arúgula  Pollo orgánico frito con ensalada de repollo pepino  y queso suizo  Vegetariana con Torta hecha en casa de zanahoria, remolacha, garbanzo, hummus, quinoa y va acompañada con guacamole  Feliz Domingo !! 🍔❤️"
https://www.instagram.com/p/DRUzemFACNm/,DRUzemFACNm,2025-11-21T16:23:02.000Z,Image,19,0,,"Simple • Perfect 💛 Breakfast  Sramble eggs with tomato, mozzarella cheese, mushrooms and homemade pesto  Can pick between toast, bagel or homemade tortillas"
https://www.instagram.com/p/DRP0Ig8gGXC/,DRP0Ig8gGXC,2025-11-19T17:53:39.000Z,Video,29,2,,Veranito lindo ! Bienvenido 💛 @ Pots & Bowls Las Catalinas  ¡ Los esperamos !
https://www.instagram.com/p/DRKgCvVgLZA/,DRKgCvVgLZA,2025-11-17T16:24:00.000Z,Video,41,2,,Los esperemos en Pots & Bowls Rohrmoser 🍹  Abiertos todos los días de 7am a 8pm. Para reservaciones y pedidos nos podes escribir a 7040 5717 o también encontrarnos en Uber Eats 🥑🍔🌮🐟🦐
https://www.instagram.com/p/DRDVV8IEvK8/,DRDVV8IEvK8,2025-11-14T21:32:37.000Z,Image,14,1,,"Especial del finde 💜 Tostadas de Atún crudo con aguacate, maracuyá, aioli hecho en casa, cebolla y mucho amorcito !"
https://www.instagram.com/p/DQ-JMw1ksxH/,DQ-JMw1ksxH,2025-11-12T21:10:18.000Z,Sidecar,40,3,,"Atención amantes del Matcha 💚🍵 Nos unimos @potsandbowls y @youmatcha__ para que podamos aprender más sobre este té que nos encanta !  3 de diciembre en Playa Grande. Aprende a preparar tu matcha de la manera adecuada con @youmatcha__ y como se hacen las leches de coco y almendra de @potsandbowls  14 de diciembre en Rohrmoser. Aprende más sobre la historia del matcha, características, calidad y la ceremonia del té con @cuore_di_te 💚 Reserva tu campo: 88435352"
https://www.instagram.com/p/DQ7L2k9gLiK/,DQ7L2k9gLiK,2025-11-11T17:35:46.000Z,Image,19,0,,Favorite starter to start lunch and dinner. Spicy tuna crispy rice cakes 🐟 Rohrmoser : 70405717  Playa Grande : 84925051 Las Catalinas : 85005950
https://www.instagram.com/p/DQ1hX95gDYX/,DQ1hX95gDYX,2025-11-09T12:48:23.000Z,Image,17,1,,"Waffles con pechuga de Pollo frita, salsa de caramelo, granola hecha en casa con fruta 🍍🍓🧇🍗 Foto : @byannette__ 💖"
https://www.instagram.com/p/DQuGfQigHoD/,DQuGfQigHoD,2025-11-06T15:38:46.000Z,Image,14,0,,"Entraña con Vegetales 🍄‍🟫 lleno de colores nutritivos, buena fuente de proteína y sabor 🔝 acompañado con chimichurri  Los esperemos abiertos todos los días 🌤️ Rohrmoser : 70405717  Playa Grande : 84925051 Las Catalinas : 85005950"
https://www.instagram.com/p/DQpgj62Epeo/,DQpgj62Epeo,2025-11-04T20:50:23.000Z,Image,24,2,,Butterfly Pea Matcha 🩵💚 recomendado con leche de coco hecha en casa 🥥 y miel 🍯
https://www.instagram.com/p/DQemSwGgLrk/,DQemSwGgLrk,2025-10-31T15:08:50.000Z,Image,26,0,,"Estamos muy emocionados del especial de este finde ❣️ tenemos mucho tiempo que soñamos con algo con sabor a Nutella, pero no nos gusta los ingredientes que lleva en especial al aceite de palma por el daño ambiental y lo dañino que es. Pero nos encontró un proveedor que tenemos rato soñando @shogynosara 🤎 un sabor delicioso con ingredientes top y además emprendimiento de empresa pequeña !!  Introducimos: Waffles con chocolate Shogy, fresas, banano y chantilli  Simple, sencillo, con ingrediente top y delicoso 💕"
https://www.instagram.com/p/DQWttYAgMha/,DQWttYAgMha,2025-10-28T13:39:42.000Z,Image,17,0,,Pedidos para pasar a recoger o reservar tu espacio :  Rohrmoser : 70405717  Playa Grande : 84925051 Las Catalinas : 85005950 Los esperamos ❤️🪴
https://www.instagram.com/p/DQPA02agBRC/,DQPA02agBRC,2025-10-25T13:52:49.000Z,Image,16,0,,💛🍳🥓 Los esperamos con musiquita de @claramenteclari_ 🥞🌯💛 Reservaciones: 70405717
https://www.instagram.com/p/DQKcElCkbtq/,DQKcElCkbtq,2025-10-23T19:14:42.000Z,Image,54,0,,"Muy favorita y muy querida ❤️ Hamburguesa Angus Prime Choice con el queso favorito, cebollas caramelizadas con balsámico, aioli casero, tomate deshidratado, arúgula y mucho amor !  En San José se puede pedir por Uber eats Playa Grande : 7:30am - 8pm | V-S-D Cierra 9pm  Las Catalinas : 7:30am - 8pm  Rohrmoser : 7:00 am - 8pm  Reservaciones:  Playa Grande 84925051 Las Catalinas 85005950 Rohrmoser 70405717"
